Key Stage,Year,Curriculum Strand,Section / Topic,Objective / Requirement,Skill Code,Skill Title,Skill URL
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,"Drawing on new vocabulary and grammatical constructions from their reading and listening, and using these consciously in their writing and speech to achieve particular effects",9-M.1,Use personification,https://uk.ixl.com/english/year-9/use-personification
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,"Drawing on new vocabulary and grammatical constructions from their reading and listening, and using these consciously in their writing and speech to achieve particular effects",9-S.1,Choose the synonym,https://uk.ixl.com/english/year-9/choose-the-synonym
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,"Drawing on new vocabulary and grammatical constructions from their reading and listening, and using these consciously in their writing and speech to achieve particular effects",9-S.2,Choose the antonym,https://uk.ixl.com/english/year-9/choose-the-antonym
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,"Drawing on new vocabulary and grammatical constructions from their reading and listening, and using these consciously in their writing and speech to achieve particular effects",9-AA.3,Identify dependent and independent clauses,https://uk.ixl.com/english/year-9/identify-dependent-and-independent-clauses
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,"Drawing on new vocabulary and grammatical constructions from their reading and listening, and using these consciously in their writing and speech to achieve particular effects",9-AA.4,"Is the sentence simple, compound, complex or compound-complex?",https://uk.ixl.com/english/year-9/is-the-sentence-simple-compound-complex-or-compound-complex
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,"Knowing and understanding the differences between spoken and written language, including differences associated with formal and informal registers, and between Standard English and other varieties of English",9-C.2,Which sentence is more formal?,https://uk.ixl.com/english/year-9/which-sentence-is-more-formal
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,Using Standard English confidently in their own writing and speech,9-BB.1,Form and use plurals: review,https://uk.ixl.com/english/year-9/form-and-use-plurals-review
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,Using Standard English confidently in their own writing and speech,9-BB.2,Form and use plurals of compound nouns,https://uk.ixl.com/english/year-9/form-and-use-plurals-of-compound-nouns
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,Using Standard English confidently in their own writing and speech,9-CC.2,Use the pronoun that agrees with the antecedent,https://uk.ixl.com/english/year-9/use-the-pronoun-that-agrees-with-the-antecedent
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,Using Standard English confidently in their own writing and speech,9-DD.5,Use reflexive pronouns,https://uk.ixl.com/english/year-9/use-reflexive-pronouns
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,Using Standard English confidently in their own writing and speech,9-GG.4,Form the progressive verb tenses,https://uk.ixl.com/english/year-9/form-the-progressive-verb-tenses
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,Using Standard English confidently in their own writing and speech,9-GG.5,Form the perfect verb tenses,https://uk.ixl.com/english/year-9/form-the-perfect-verb-tenses
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,Using Standard English confidently in their own writing and speech,9-HH.6,Form and use comparative and superlative adjectives,https://uk.ixl.com/english/year-9/form-and-use-comparative-and-superlative-adjectives
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,Using Standard English confidently in their own writing and speech,9-HH.8,Form and use comparative and superlative adverbs,https://uk.ixl.com/english/year-9/form-and-use-comparative-and-superlative-adverbs
Key Stage 3,Year 9,Grammar and vocabulary,Consolidate and build on their knowledge of grammar and vocabulary through:,Using Standard English confidently in their own writing and speech,9-KK.1,Use the correct pair of correlative conjunctions,https://uk.ixl.com/english/year-9/use-the-correct-pair-of-correlative-conjunctions
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Reading in different ways for different purposes, summarising and synthesising ideas and information, and evaluating their usefulness for particular purposes",10-A.1,Determine the main idea of a passage,https://uk.ixl.com/english/year-10/determine-the-main-idea-of-a-passage
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Reading in different ways for different purposes, summarising and synthesising ideas and information, and evaluating their usefulness for particular purposes",10-B.1,Which text is most formal?,https://uk.ixl.com/english/year-10/which-text-is-most-formal
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Reading in different ways for different purposes, summarising and synthesising ideas and information, and evaluating their usefulness for particular purposes",10-B.2,Identify audience and purpose,https://uk.ixl.com/english/year-10/identify-audience-and-purpose
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Drawing on knowledge of the purpose, audience for and context of the writing, including its social, historical and cultural context and the literary tradition to which it belongs, to inform evaluation",10-B.2,Identify audience and purpose,https://uk.ixl.com/english/year-10/identify-audience-and-purpose
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Drawing on knowledge of the purpose, audience for and context of the writing, including its social, historical and cultural context and the literary tradition to which it belongs, to inform evaluation",10-E.5,Analyse rhetorical strategies in historical texts: set 1,https://uk.ixl.com/english/year-10/analyse-rhetorical-strategies-in-historical-texts-set-1
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Drawing on knowledge of the purpose, audience for and context of the writing, including its social, historical and cultural context and the literary tradition to which it belongs, to inform evaluation",10-E.6,Analyse rhetorical strategies in historical texts: set 2,https://uk.ixl.com/english/year-10/analyse-rhetorical-strategies-in-historical-texts-set-2
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Identifying and interpreting themes, ideas and information",10-A.1,Determine the main idea of a passage,https://uk.ixl.com/english/year-10/determine-the-main-idea-of-a-passage
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Identifying and interpreting themes, ideas and information",10-D.1,Match the quotations with their themes,https://uk.ixl.com/english/year-10/match-the-quotations-with-their-themes
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Identifying and interpreting themes, ideas and information",10-E.1,Analyse the development of informational passages: set 1,https://uk.ixl.com/english/year-10/analyse-the-development-of-informational-passages-set-1
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Identifying and interpreting themes, ideas and information",10-E.2,Analyse the development of informational passages: set 2,https://uk.ixl.com/english/year-10/analyse-the-development-of-informational-passages-set-2
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Identifying and interpreting themes, ideas and information",10-E.3,Trace an argument: set 1,https://uk.ixl.com/english/year-10/trace-an-argument-set-1
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Identifying and interpreting themes, ideas and information",10-E.4,Trace an argument: set 2,https://uk.ixl.com/english/year-10/trace-an-argument-set-2
Key Stage 4 (GCSE),Year 10,Reading,Understand and critically evaluate texts through:,"Exploring aspects of plot, characterisation, events and settings, the relationships between them and their effects",10-D.2,Analyse short stories: set 1,https://uk.ixl.com/english/year-10/analyse-short-stories-set-1
