Key Stage,Year,Curriculum Strand,Section / Topic,Objective / Requirement,Skill Code,Skill Title,Skill URL
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Checking that the book makes sense to them, discussing their understanding and exploring the meaning of words in context",6-AA.1,Which definition matches the sentence?,https://uk.ixl.com/english/year-6/which-definition-matches-the-sentence
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Checking that the book makes sense to them, discussing their understanding and exploring the meaning of words in context",6-AA.2,Which sentence matches the definition?,https://uk.ixl.com/english/year-6/which-sentence-matches-the-definition
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Checking that the book makes sense to them, discussing their understanding and exploring the meaning of words in context",6-CC.1,Find words using context,https://uk.ixl.com/english/year-6/find-words-using-context
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Checking that the book makes sense to them, discussing their understanding and exploring the meaning of words in context",6-CC.2,Determine the meaning of words using synonyms in context,https://uk.ixl.com/english/year-6/determine-the-meaning-of-words-using-synonyms-in-context
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Checking that the book makes sense to them, discussing their understanding and exploring the meaning of words in context",6-CC.3,Use context to identify the meaning of a word,https://uk.ixl.com/english/year-6/use-context-to-identify-the-meaning-of-a-word
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Checking that the book makes sense to them, discussing their understanding and exploring the meaning of words in context",6-CC.4,Determine the meaning of domain-specific words with pictures,https://uk.ixl.com/english/year-6/determine-the-meaning-of-domain-specific-words-with-pictures
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Drawing inferences such as inferring characters' feelings, thoughts and motives from their actions, and justifying inferences with evidence",6-H.1,Use actions and dialogue to understand characters,https://uk.ixl.com/english/year-6/use-actions-and-dialogue-to-understand-characters
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Drawing inferences such as inferring characters' feelings, thoughts and motives from their actions, and justifying inferences with evidence",6-H.2,Compare and contrast characters,https://uk.ixl.com/english/year-6/compare-and-contrast-characters
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Drawing inferences such as inferring characters' feelings, thoughts and motives from their actions, and justifying inferences with evidence",6-H.3,Draw inferences from a text,https://uk.ixl.com/english/year-6/draw-inferences-from-a-text
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Drawing inferences such as inferring characters' feelings, thoughts and motives from their actions, and justifying inferences with evidence",6-Q.4,Identify supporting details in literary texts,https://uk.ixl.com/english/year-6/identify-supporting-details-in-literary-texts
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Drawing inferences such as inferring characters' feelings, thoughts and motives from their actions, and justifying inferences with evidence",6-Q.5,Identify supporting details in informational texts,https://uk.ixl.com/english/year-6/identify-supporting-details-in-informational-texts
Key Stage 2,Year 6,Reading,Comprehension,Understand what they read by: > Predicting what might happen from details stated and implied,5-H.4,Make predictions about a story,https://uk.ixl.com/english/year-5/make-predictions-about-a-story
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Summarising the main ideas drawn from more than one paragraph, identifying key details that support the main ideas",6-A.1,Use key details to determine the main idea,https://uk.ixl.com/english/year-6/use-key-details-to-determine-the-main-idea
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Summarising the main ideas drawn from more than one paragraph, identifying key details that support the main ideas",6-A.2,Determine the main idea of a passage,https://uk.ixl.com/english/year-6/determine-the-main-idea-of-a-passage
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Summarising the main ideas drawn from more than one paragraph, identifying key details that support the main ideas",6-A.3,Combine main ideas from two texts,https://uk.ixl.com/english/year-6/combine-main-ideas-from-two-texts
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Summarising the main ideas drawn from more than one paragraph, identifying key details that support the main ideas",6-Q.4,Identify supporting details in literary texts,https://uk.ixl.com/english/year-6/identify-supporting-details-in-literary-texts
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Summarising the main ideas drawn from more than one paragraph, identifying key details that support the main ideas",6-Q.5,Identify supporting details in informational texts,https://uk.ixl.com/english/year-6/identify-supporting-details-in-informational-texts
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Identifying how language, structure and presentation contribute to meaning",6-D.1,Determine the order of events in informational texts,https://uk.ixl.com/english/year-6/determine-the-order-of-events-in-informational-texts
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Identifying how language, structure and presentation contribute to meaning",6-D.2,Compare and contrast in informational texts,https://uk.ixl.com/english/year-6/compare-and-contrast-in-informational-texts
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Identifying how language, structure and presentation contribute to meaning",6-D.3,Match causes and effects in informational texts,https://uk.ixl.com/english/year-6/match-causes-and-effects-in-informational-texts
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Identifying how language, structure and presentation contribute to meaning",6-D.4,Match problems with their solutions,https://uk.ixl.com/english/year-6/match-problems-with-their-solutions
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Identifying how language, structure and presentation contribute to meaning",6-D.5,Identify text structures,https://uk.ixl.com/english/year-6/identify-text-structures
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Identifying how language, structure and presentation contribute to meaning",6-F.3,Analyse the effects of figures of speech on meaning and tone,https://uk.ixl.com/english/year-6/analyse-the-effects-of-figures-of-speech-on-meaning-and-tone
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Identifying how language, structure and presentation contribute to meaning",6-I.1,Identify story elements,https://uk.ixl.com/english/year-6/identify-story-elements
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Identifying how language, structure and presentation contribute to meaning",6-BB.1,Describe the difference between related words,https://uk.ixl.com/english/year-6/describe-the-difference-between-related-words
Key Stage 2,Year 6,Reading,Comprehension,"Understand what they read by: > Identifying how language, structure and presentation contribute to meaning",6-BB.2,Positive and negative connotation,https://uk.ixl.com/english/year-6/positive-and-negative-connotation
Key Stage 2,Year 6,Reading,Comprehension,"Discuss and evaluate how authors use language, including figurative language, considering the impact on the reader",6-C.2,Which sentence is more formal?,https://uk.ixl.com/english/year-6/which-sentence-is-more-formal
Key Stage 2,Year 6,Reading,Comprehension,"Discuss and evaluate how authors use language, including figurative language, considering the impact on the reader",6-E.1,Sort sensory details,https://uk.ixl.com/english/year-6/sort-sensory-details
Key Stage 2,Year 6,Reading,Comprehension,"Discuss and evaluate how authors use language, including figurative language, considering the impact on the reader",6-F.1,Identify similes and metaphors,https://uk.ixl.com/english/year-6/identify-similes-and-metaphors
Key Stage 2,Year 6,Reading,Comprehension,"Discuss and evaluate how authors use language, including figurative language, considering the impact on the reader",6-F.2,Determine the meanings of similes and metaphors,https://uk.ixl.com/english/year-6/determine-the-meanings-of-similes-and-metaphors
Key Stage 2,Year 6,Reading,Comprehension,"Discuss and evaluate how authors use language, including figurative language, considering the impact on the reader",6-F.3,Analyse the effects of figures of speech on meaning and tone,https://uk.ixl.com/english/year-6/analyse-the-effects-of-figures-of-speech-on-meaning-and-tone
Key Stage 2,Year 6,Reading,Comprehension,"Discuss and evaluate how authors use language, including figurative language, considering the impact on the reader",6-BB.1,Describe the difference between related words,https://uk.ixl.com/english/year-6/describe-the-difference-between-related-words
Key Stage 2,Year 6,Reading,Comprehension,"Discuss and evaluate how authors use language, including figurative language, considering the impact on the reader",6-BB.2,Positive and negative connotation,https://uk.ixl.com/english/year-6/positive-and-negative-connotation
Key Stage 2,Year 6,Reading,Comprehension,Distinguish between statements of fact and opinion,6-Q.1,Distinguish facts from opinions,https://uk.ixl.com/english/year-6/distinguish-facts-from-opinions
Key Stage 2,Year 6,Reading,Comprehension,"Retrieve, record and present information from non-fiction",6-O.5,Organise information by topic,https://uk.ixl.com/english/year-6/organise-information-by-topic
Key Stage 2,Year 6,Reading,Comprehension,"Retrieve, record and present information from non-fiction",6-Q.5,Identify supporting details in informational texts,https://uk.ixl.com/english/year-6/identify-supporting-details-in-informational-texts
Key Stage 2,Year 6,Reading,Comprehension,"Retrieve, record and present information from non-fiction",6-T.1,Identify and correct plagiarism,https://uk.ixl.com/english/year-6/identify-and-correct-plagiarism
Key Stage 2,Year 6,Reading,Comprehension,Provide reasoned justifications for their views,6-Q.1,Distinguish facts from opinions,https://uk.ixl.com/english/year-6/distinguish-facts-from-opinions
Key Stage 2,Year 6,Reading,Comprehension,Provide reasoned justifications for their views,6-Q.2,Identify an author's statement of opinion,https://uk.ixl.com/english/year-6/identify-an-authors-statement-of-opinion
Key Stage 2,Year 6,Reading,Comprehension,Provide reasoned justifications for their views,6-Q.3,Choose reasons to support an opinion,https://uk.ixl.com/english/year-6/choose-reasons-to-support-an-opinion
Key Stage 2,Year 6,Reading,Comprehension,Provide reasoned justifications for their views,6-Q.4,Identify supporting details in literary texts,https://uk.ixl.com/english/year-6/identify-supporting-details-in-literary-texts
Key Stage 2,Year 6,Reading,Comprehension,Provide reasoned justifications for their views,6-Q.5,Identify supporting details in informational texts,https://uk.ixl.com/english/year-6/identify-supporting-details-in-informational-texts
Key Stage 2,Year 6,Writing,Transcription,Use further prefixes and suffixes and understand the guidance for adding them,6-U.8,Words with -able and -ible,https://uk.ixl.com/english/year-6/words-with-able-and-ible
Key Stage 2,Year 6,Writing,Transcription,Continue to distinguish between homophones and other words which are often confused,6-S.1,Use the correct frequently confused word,https://uk.ixl.com/english/year-6/use-the-correct-frequently-confused-word
Key Stage 2,Year 6,Writing,Transcription,Continue to distinguish between homophones and other words which are often confused,6-Z.1,Use the correct homophone,https://uk.ixl.com/english/year-6/use-the-correct-homophone
Key Stage 2,Year 6,Writing,Transcription,Use dictionaries to check the spelling and meaning of words,6-DD.4,Use guide words,https://uk.ixl.com/english/year-6/use-guide-words
Key Stage 2,Year 6,Writing,Transcription,Use dictionaries to check the spelling and meaning of words,6-DD.5,Use dictionary entries,https://uk.ixl.com/english/year-6/use-dictionary-entries
Key Stage 2,Year 6,Writing,Transcription,Use dictionaries to check the spelling and meaning of words,6-DD.6,Use dictionary definitions,https://uk.ixl.com/english/year-6/use-dictionary-definitions
Key Stage 2,Year 6,Writing,Transcription,"Use the first three or four letters of a word to check spelling, meaning or both of these in a dictionary",6-DD.2,Order alphabetically based on the first three letters,https://uk.ixl.com/english/year-6/order-alphabetically-based-on-the-first-three-letters
Key Stage 2,Year 6,Writing,Transcription,"Use the first three or four letters of a word to check spelling, meaning or both of these in a dictionary",6-DD.3,Order alphabetically: challenge,https://uk.ixl.com/english/year-6/order-alphabetically-challenge
Key Stage 2,Year 6,Writing,Transcription,"Use the first three or four letters of a word to check spelling, meaning or both of these in a dictionary",6-DD.4,Use guide words,https://uk.ixl.com/english/year-6/use-guide-words
Key Stage 2,Year 6,Writing,Transcription,Use a thesaurus,6-DD.7,Use thesaurus entries,https://uk.ixl.com/english/year-6/use-thesaurus-entries
Key Stage 2,Year 6,Writing,Composition,"Plan their writing by: > Identifying the audience for and purpose of the writing, selecting the appropriate form and using other similar writing as models for their own",6-C.1,Identify the purpose of a text,https://uk.ixl.com/english/year-6/identify-the-purpose-of-a-text
Key Stage 2,Year 6,Writing,Composition,"Plan their writing by: > Identifying the audience for and purpose of the writing, selecting the appropriate form and using other similar writing as models for their own",6-C.2,Which sentence is more formal?,https://uk.ixl.com/english/year-6/which-sentence-is-more-formal
Key Stage 2,Year 6,Writing,Composition,"Plan their writing by: > Noting and developing initial ideas, drawing on reading and research where necessary",6-O.4,Order items from most general to most specific,https://uk.ixl.com/english/year-6/order-items-from-most-general-to-most-specific
Key Stage 2,Year 6,Writing,Composition,"Plan their writing by: > Noting and developing initial ideas, drawing on reading and research where necessary",6-O.5,Organise information by topic,https://uk.ixl.com/english/year-6/organise-information-by-topic
Key Stage 2,Year 6,Writing,Composition,"Plan their writing by: > In writing narratives, considering how authors have developed characters and settings in what pupils have read, listened to or seen performed",6-H.1,Use actions and dialogue to understand characters,https://uk.ixl.com/english/year-6/use-actions-and-dialogue-to-understand-characters
Key Stage 2,Year 6,Writing,Composition,"Plan their writing by: > In writing narratives, considering how authors have developed characters and settings in what pupils have read, listened to or seen performed",6-I.1,Identify story elements,https://uk.ixl.com/english/year-6/identify-story-elements
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-C.2,Which sentence is more formal?,https://uk.ixl.com/english/year-6/which-sentence-is-more-formal
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-E.1,Sort sensory details,https://uk.ixl.com/english/year-6/sort-sensory-details
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-R.2,Revise the sentence using a stronger verb,https://uk.ixl.com/english/year-6/revise-the-sentence-using-a-stronger-verb
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-X.1,Choose the synonym,https://uk.ixl.com/english/year-6/choose-the-synonym
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-X.3,Choose the antonym,https://uk.ixl.com/english/year-6/choose-the-antonym
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-BB.1,Describe the difference between related words,https://uk.ixl.com/english/year-6/describe-the-difference-between-related-words
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-BB.2,Positive and negative connotation,https://uk.ixl.com/english/year-6/positive-and-negative-connotation
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-EE.4,Is it a complete sentence or a fragment?,https://uk.ixl.com/english/year-6/is-it-a-complete-sentence-or-a-fragment
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-EE.5,Is it a complete sentence or a run-on?,https://uk.ixl.com/english/year-6/is-it-a-complete-sentence-or-a-run-on
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-EE.6,"Is it a complete sentence, a fragment or a run-on?",https://uk.ixl.com/english/year-6/is-it-a-complete-sentence-a-fragment-or-a-run-on
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-EE.7,Identify dependent and independent clauses,https://uk.ixl.com/english/year-6/identify-dependent-and-independent-clauses
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-EE.8,Is the sentence simple or compound?,https://uk.ixl.com/english/year-6/is-the-sentence-simple-or-compound
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-EE.9,"Is the sentence simple, compound or complex?",https://uk.ixl.com/english/year-6/is-the-sentence-simple-compound-or-complex
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-LL.1,Identify prepositions,https://uk.ixl.com/english/year-6/identify-prepositions
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-LL.2,Identify prepositions and their objects,https://uk.ixl.com/english/year-6/identify-prepositions-and-their-objects
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-LL.3,Identify prepositional phrases,https://uk.ixl.com/english/year-6/identify-prepositional-phrases
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Selecting appropriate grammar and vocabulary, understanding how such choices can change and enhance meaning",6-LL.4,Prepositions: review,https://uk.ixl.com/english/year-6/prepositions-review
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > In narratives, describing settings, characters and atmosphere and integrating dialogue to convey character and advance the action",6-R.1,Show character emotions and traits,https://uk.ixl.com/english/year-6/show-character-emotions-and-traits
Key Stage 2,Year 6,Writing,Composition,Draft and write by: > Précising longer passages,6-O.6,Remove the sentence that does not belong,https://uk.ixl.com/english/year-6/remove-the-sentence-that-does-not-belong
Key Stage 2,Year 6,Writing,Composition,Draft and write by: > Using a wide range of devices to build cohesion within and across paragraphs,6-O.2,Use coordinating conjunctions,https://uk.ixl.com/english/year-6/use-coordinating-conjunctions
Key Stage 2,Year 6,Writing,Composition,Draft and write by: > Using a wide range of devices to build cohesion within and across paragraphs,6-O.3,Choose the best transition,https://uk.ixl.com/english/year-6/choose-the-best-transition
Key Stage 2,Year 6,Writing,Composition,Draft and write by: > Using a wide range of devices to build cohesion within and across paragraphs,6-O.5,Organise information by topic,https://uk.ixl.com/english/year-6/organise-information-by-topic
Key Stage 2,Year 6,Writing,Composition,Draft and write by: > Using a wide range of devices to build cohesion within and across paragraphs,6-O.6,Remove the sentence that does not belong,https://uk.ixl.com/english/year-6/remove-the-sentence-that-does-not-belong
Key Stage 2,Year 6,Writing,Composition,Draft and write by: > Using a wide range of devices to build cohesion within and across paragraphs,6-P.1,Choose the best topic sentence,https://uk.ixl.com/english/year-6/choose-the-best-topic-sentence
Key Stage 2,Year 6,Writing,Composition,Draft and write by: > Using a wide range of devices to build cohesion within and across paragraphs,6-P.2,Choose the best concluding sentence,https://uk.ixl.com/english/year-6/choose-the-best-concluding-sentence
Key Stage 2,Year 6,Writing,Composition,Draft and write by: > Using a wide range of devices to build cohesion within and across paragraphs,6-MM.3,Use the correct pair of correlative conjunctions,https://uk.ixl.com/english/year-6/use-the-correct-pair-of-correlative-conjunctions
Key Stage 2,Year 6,Writing,Composition,Draft and write by: > Using a wide range of devices to build cohesion within and across paragraphs,6-MM.4,Fill in the missing correlative conjunction,https://uk.ixl.com/english/year-6/fill-in-the-missing-correlative-conjunction
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Using further organisational and presentational devices to structure text and to guide the reader [for example, headings, bullet points, underlining]",6-QQ.1,Formatting titles,https://uk.ixl.com/english/year-6/formatting-titles
Key Stage 2,Year 6,Writing,Composition,"Draft and write by: > Using further organisational and presentational devices to structure text and to guide the reader [for example, headings, bullet points, underlining]",6-QQ.2,Formatting and capitalising titles,https://uk.ixl.com/english/year-6/formatting-and-capitalising-titles
Key Stage 2,Year 6,Writing,Composition,Evaluate and edit by: > Assessing the effectiveness of their own and others' writing,7-N.3,Suggest appropriate revisions,https://uk.ixl.com/english/year-7/suggest-appropriate-revisions
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-R.2,Revise the sentence using a stronger verb,https://uk.ixl.com/english/year-6/revise-the-sentence-using-a-stronger-verb
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-S.2,Correct errors with frequently confused words,https://uk.ixl.com/english/year-6/correct-errors-with-frequently-confused-words
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-BB.1,Describe the difference between related words,https://uk.ixl.com/english/year-6/describe-the-difference-between-related-words
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-BB.2,Positive and negative connotation,https://uk.ixl.com/english/year-6/positive-and-negative-connotation
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-EE.4,Is it a complete sentence or a fragment?,https://uk.ixl.com/english/year-6/is-it-a-complete-sentence-or-a-fragment
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-EE.5,Is it a complete sentence or a run-on?,https://uk.ixl.com/english/year-6/is-it-a-complete-sentence-or-a-run-on
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-EE.6,"Is it a complete sentence, a fragment or a run-on?",https://uk.ixl.com/english/year-6/is-it-a-complete-sentence-a-fragment-or-a-run-on
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-FF.9,Identify and correct errors with plural and possessive nouns,https://uk.ixl.com/english/year-6/identify-and-correct-errors-with-plural-and-possessive-nouns
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-JJ.5,Correct inappropriate shifts in verb tense,https://uk.ixl.com/english/year-6/correct-inappropriate-shifts-in-verb-tense
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-OO.1,"Commas with direct addresses, introductory words and interjections",https://uk.ixl.com/english/year-6/commas-with-direct-addresses-introductory-words-and-interjections
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Proposing changes to vocabulary, grammar and punctuation to enhance effects and clarify meaning",6-OO.2,Commas with compound and complex sentences,https://uk.ixl.com/english/year-6/commas-with-compound-and-complex-sentences
Key Stage 2,Year 6,Writing,Composition,Evaluate and edit by: > Ensuring the consistent and correct use of tense throughout a piece of writing,6-JJ.5,Correct inappropriate shifts in verb tense,https://uk.ixl.com/english/year-6/correct-inappropriate-shifts-in-verb-tense
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Ensuring correct subject and verb agreement when using singular and plural, distinguishing between the language of speech and writing and choosing the appropriate register",6-C.2,Which sentence is more formal?,https://uk.ixl.com/english/year-6/which-sentence-is-more-formal
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Ensuring correct subject and verb agreement when using singular and plural, distinguishing between the language of speech and writing and choosing the appropriate register",6-II.1,Use the correct subject or verb,https://uk.ixl.com/english/year-6/use-the-correct-subject-or-verb
Key Stage 2,Year 6,Writing,Composition,"Evaluate and edit by: > Ensuring correct subject and verb agreement when using singular and plural, distinguishing between the language of speech and writing and choosing the appropriate register",6-II.2,Use the correct subject or verb – with compound subjects,https://uk.ixl.com/english/year-6/use-the-correct-subject-or-verb-with-compound-subjects
Key Stage 2,Year 6,Writing,Composition,Proof-read for spelling and punctuation errors,6-S.1,Use the correct frequently confused word,https://uk.ixl.com/english/year-6/use-the-correct-frequently-confused-word
Key Stage 2,Year 6,Writing,Composition,Proof-read for spelling and punctuation errors,6-S.2,Correct errors with frequently confused words,https://uk.ixl.com/english/year-6/correct-errors-with-frequently-confused-words
Key Stage 2,Year 6,Writing,Composition,Proof-read for spelling and punctuation errors,6-Z.1,Use the correct homophone,https://uk.ixl.com/english/year-6/use-the-correct-homophone
Key Stage 2,Year 6,Writing,Composition,Proof-read for spelling and punctuation errors,6-EE.1,"Is the sentence declarative, interrogative, imperative or exclamatory?",https://uk.ixl.com/english/year-6/is-the-sentence-declarative-interrogative-imperative-or-exclamatory
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Recognising vocabulary and structures that are appropriate for formal speech and writing, including subjunctive forms",6-C.2,Which sentence is more formal?,https://uk.ixl.com/english/year-6/which-sentence-is-more-formal
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Recognising vocabulary and structures that are appropriate for formal speech and writing, including subjunctive forms",6-D.5,Identify text structures,https://uk.ixl.com/english/year-6/identify-text-structures
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Recognising vocabulary and structures that are appropriate for formal speech and writing, including subjunctive forms",6-X.1,Choose the synonym,https://uk.ixl.com/english/year-6/choose-the-synonym
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Recognising vocabulary and structures that are appropriate for formal speech and writing, including subjunctive forms",6-X.3,Choose the antonym,https://uk.ixl.com/english/year-6/choose-the-antonym
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Using the perfect form of verbs to mark relationships of time and cause,6-JJ.9,Use the perfect verb tenses,https://uk.ixl.com/english/year-6/use-the-perfect-verb-tenses
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Using the perfect form of verbs to mark relationships of time and cause,6-JJ.10,Form the perfect verb tenses,https://uk.ixl.com/english/year-6/form-the-perfect-verb-tenses
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Using expanded noun phrases to convey complicated information concisely,6-KK.2,Order adjectives,https://uk.ixl.com/english/year-6/order-adjectives
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Using expanded noun phrases to convey complicated information concisely,6-KK.7,Use adjectives to compare,https://uk.ixl.com/english/year-6/use-adjectives-to-compare
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Using expanded noun phrases to convey complicated information concisely,6-KK.9,Use adjectives with more and most,https://uk.ixl.com/english/year-6/use-adjectives-with-more-and-most
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Using modal verbs or adverbs to indicate degrees of possibility,6-HH.3,Use the correct modal verb,https://uk.ixl.com/english/year-6/use-the-correct-modal-verb
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Using relative clauses beginning with who, which, where, when, whose, that or with an implied (i.e. omitted) relative pronoun",6-GG.10,Use relative pronouns: who and whom,https://uk.ixl.com/english/year-6/use-relative-pronouns-who-and-whom
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Using relative clauses beginning with who, which, where, when, whose, that or with an implied (i.e. omitted) relative pronoun",6-GG.11,"Use relative pronouns: who, whom, whose, which and that",https://uk.ixl.com/english/year-6/use-relative-pronouns-who-whom-whose-which-and-that
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-O.3,Choose the best transition,https://uk.ixl.com/english/year-6/choose-the-best-transition
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-GG.9,Identify relative pronouns,https://uk.ixl.com/english/year-6/identify-relative-pronouns
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-GG.10,Use relative pronouns: who and whom,https://uk.ixl.com/english/year-6/use-relative-pronouns-who-and-whom
