Key Stage,Year,Category Code,Category Name,Skill Code,Skill Number,Skill Title,Skill URL
Key Stage 1,Year 1,R,Sight words,R.15,15,Read sight words: review sets 1–10,https://uk.ixl.com/english/year-1/read-sight-words-review-sets-1-10
Key Stage 1,Year 1,R,Sight words,R.16,16,Complete the sentence with the correct sight word,https://uk.ixl.com/english/year-1/complete-the-sentence-with-the-correct-sight-word
Key Stage 1,Year 1,R,Sight words,R.17,17,Spell the sight word,https://uk.ixl.com/english/year-1/spell-the-sight-word
Key Stage 1,Year 1,S,Text features,S.1,1,Identify book parts and features,https://uk.ixl.com/english/year-1/identify-book-parts-and-features
Key Stage 1,Year 1,T,Reality vs fiction,T.1,1,Which could happen in real life?,https://uk.ixl.com/english/year-1/which-could-happen-in-real-life
Key Stage 1,Year 1,U,Main idea,U.1,1,What is the picture about?,https://uk.ixl.com/english/year-1/what-is-the-picture-about
Key Stage 1,Year 1,V,Inference and analysis,V.1,1,Which feeling matches the picture?,https://uk.ixl.com/english/year-1/which-feeling-matches-the-picture
Key Stage 1,Year 1,V,Inference and analysis,V.2,2,What will happen next?,https://uk.ixl.com/english/year-1/what-will-happen-next
Key Stage 1,Year 1,W,Riddles,W.1,1,What am I?,https://uk.ixl.com/english/year-1/what-am-i
Key Stage 1,Year 1,X,Colour and number words,X.1,1,Use number words: one to ten,https://uk.ixl.com/english/year-1/use-number-words-one-to-ten
Key Stage 1,Year 1,X,Colour and number words,X.2,2,Use colour words,https://uk.ixl.com/english/year-1/use-colour-words
Key Stage 1,Year 1,Y,Adjectives and verbs,Y.1,1,Compare pictures using adjectives,https://uk.ixl.com/english/year-1/compare-pictures-using-adjectives
Key Stage 1,Year 1,Y,Adjectives and verbs,Y.2,2,Find the picture that matches the action verb,https://uk.ixl.com/english/year-1/find-the-picture-that-matches-the-action-verb
Key Stage 1,Year 1,Z,Location words,Z.1,1,"Inside and outside, above and below, next to and beside",https://uk.ixl.com/english/year-1/inside-and-outside-above-and-below-next-to-and-beside
Key Stage 1,Year 1,Z,Location words,Z.2,2,Choose the best location word to match the picture,https://uk.ixl.com/english/year-1/choose-the-best-location-word-to-match-the-picture
Key Stage 1,Year 1,AA,Question words,AA.1,1,"Who, what, when, where or why?",https://uk.ixl.com/english/year-1/who-what-when-where-or-why
Key Stage 1,Year 1,BB,Synonyms and antonyms,BB.1,1,Match antonyms to pictures,https://uk.ixl.com/english/year-1/match-antonyms-to-pictures
Key Stage 1,Year 1,BB,Synonyms and antonyms,BB.2,2,Match synonyms,https://uk.ixl.com/english/year-1/match-synonyms
Key Stage 1,Year 1,CC,Categories,CC.1,1,Sort objects into categories,https://uk.ixl.com/english/year-1/sort-objects-into-categories
Key Stage 1,Year 1,CC,Categories,CC.2,2,Which one is not like the others?,https://uk.ixl.com/english/year-1/which-one-is-not-like-the-others
Key Stage 1,Year 1,DD,Multiple-meaning words,DD.1,1,Multiple-meaning words with pictures,https://uk.ixl.com/english/year-1/multiple-meaning-words-with-pictures
Key Stage 1,Year 1,EE,Sentences,EE.1,1,Is it a telling sentence or an asking sentence?,https://uk.ixl.com/english/year-1/is-it-a-telling-sentence-or-an-asking-sentence
Key Stage 1,Year 1,EE,Sentences,EE.2,2,Identify and use end marks,https://uk.ixl.com/english/year-1/identify-and-use-end-marks
Key Stage 1,Year 1,EE,Sentences,EE.3,3,Find the complete sentence,https://uk.ixl.com/english/year-1/find-the-complete-sentence
Key Stage 1,Year 1,EE,Sentences,EE.4,4,Unscramble the words to make a complete sentence,https://uk.ixl.com/english/year-1/unscramble-the-words-to-make-a-complete-sentence
Key Stage 1,Year 1,FF,Capitalisation,FF.1,1,Capitalise the first letter of a sentence,https://uk.ixl.com/english/year-1/capitalise-the-first-letter-of-a-sentence
Key Stage 1,Year 1,FF,Capitalisation,FF.2,2,Capitalise the pronoun 'I',https://uk.ixl.com/english/year-1/capitalise-the-pronoun-i
Key Stage 1,Year 1,GG,Nouns,GG.1,1,"Is the noun a person, animal, place or thing?",https://uk.ixl.com/english/year-1/is-the-noun-a-person-animal-place-or-thing
Key Stage 1,Year 1,GG,Nouns,GG.2,2,Choose the singular or plural noun that matches the picture,https://uk.ixl.com/english/year-1/choose-the-singular-or-plural-noun-that-matches-the-picture
Key Stage 1,Year 1,HH,Verbs,HH.1,1,Find the action verb with images,https://uk.ixl.com/english/year-1/find-the-action-verb-with-images
Key Stage 1,Year 1,HH,Verbs,HH.2,2,Find the action verb,https://uk.ixl.com/english/year-1/find-the-action-verb
Key Stage 1,Year 1,HH,Verbs,HH.3,3,Complete the sentence with an action verb to match the picture,https://uk.ixl.com/english/year-1/complete-the-sentence-with-an-action-verb-to-match-the-picture
Key Stage 1,Year 2,A,Consonants and vowels,A.1,1,Sort consonants and vowels,https://uk.ixl.com/english/year-2/sort-consonants-and-vowels
Key Stage 1,Year 2,A,Consonants and vowels,A.2,2,Find the vowels in a word,https://uk.ixl.com/english/year-2/find-the-vowels-in-a-word
Key Stage 1,Year 2,B,Syllables,B.1,1,How many syllables does the word have?,https://uk.ixl.com/english/year-2/how-many-syllables-does-the-word-have
Key Stage 1,Year 2,B,Syllables,B.2,2,Sort by the number of syllables,https://uk.ixl.com/english/year-2/sort-by-the-number-of-syllables
Key Stage 1,Year 2,C,Rhyming,C.1,1,Choose the picture that rhymes with the word,https://uk.ixl.com/english/year-2/choose-the-picture-that-rhymes-with-the-word
Key Stage 1,Year 2,C,Rhyming,C.2,2,Which word does not rhyme?,https://uk.ixl.com/english/year-2/which-word-does-not-rhyme
Key Stage 1,Year 2,C,Rhyming,C.3,3,Complete the rhyme,https://uk.ixl.com/english/year-2/complete-the-rhyme
Key Stage 1,Year 2,C,Rhyming,C.4,4,Complete the poem with a word that rhymes,https://uk.ixl.com/english/year-2/complete-the-poem-with-a-word-that-rhymes
Key Stage 1,Year 2,D,Blending and segmenting,D.1,1,Blend each sound in a word together,https://uk.ixl.com/english/year-2/blend-each-sound-in-a-word-together
Key Stage 1,Year 2,D,Blending and segmenting,D.2,2,Identify each sound in a word,https://uk.ixl.com/english/year-2/identify-each-sound-in-a-word
Key Stage 1,Year 2,D,Blending and segmenting,D.3,3,Put the sounds in order,https://uk.ixl.com/english/year-2/put-the-sounds-in-order
Key Stage 1,Year 2,E,Consonant sounds and letters,E.1,1,Which two words start with the same sound?,https://uk.ixl.com/english/year-2/which-two-words-start-with-the-same-sound
Key Stage 1,Year 2,E,Consonant sounds and letters,E.2,2,Which two words end with the same sound?,https://uk.ixl.com/english/year-2/which-two-words-end-with-the-same-sound
Key Stage 1,Year 2,E,Consonant sounds and letters,E.3,3,Which letter does the word start with?,https://uk.ixl.com/english/year-2/which-letter-does-the-word-start-with
Key Stage 1,Year 2,E,Consonant sounds and letters,E.4,4,Which letter does the word end with?,https://uk.ixl.com/english/year-2/which-letter-does-the-word-end-with
Key Stage 1,Year 2,F,Consonant blends and digraphs,F.1,1,Complete the word with the right initial consonant blend,https://uk.ixl.com/english/year-2/complete-the-word-with-the-right-initial-consonant-blend
Key Stage 1,Year 2,F,Consonant blends and digraphs,F.2,2,Does the word start with a consonant blend?,https://uk.ixl.com/english/year-2/does-the-word-start-with-a-consonant-blend
Key Stage 1,Year 2,F,Consonant blends and digraphs,F.3,3,Complete the word with the right final consonant blend,https://uk.ixl.com/english/year-2/complete-the-word-with-the-right-final-consonant-blend
Key Stage 1,Year 2,F,Consonant blends and digraphs,F.4,4,Does the word end with a consonant blend?,https://uk.ixl.com/english/year-2/does-the-word-end-with-a-consonant-blend
Key Stage 1,Year 2,F,Consonant blends and digraphs,F.5,5,Fill in the missing consonant blend,https://uk.ixl.com/english/year-2/fill-in-the-missing-consonant-blend
Key Stage 1,Year 2,F,Consonant blends and digraphs,F.6,6,"Complete the word to match the picture: -ss, -ll, -ff, -zz, -ck",https://uk.ixl.com/english/year-2/complete-the-word-to-match-the-picture-ss-ll-ff-zz-ck
Key Stage 1,Year 2,F,Consonant blends and digraphs,F.7,7,Choose the correct digraph,https://uk.ixl.com/english/year-2/choose-the-correct-digraph
Key Stage 1,Year 2,F,Consonant blends and digraphs,F.8,8,Complete the word with the right digraph,https://uk.ixl.com/english/year-2/complete-the-word-with-the-right-digraph
Key Stage 1,Year 2,F,Consonant blends and digraphs,F.9,9,Spell the digraph word,https://uk.ixl.com/english/year-2/spell-the-digraph-word
Key Stage 1,Year 2,F,Consonant blends and digraphs,F.10,10,Sort by initial consonant blend or digraph,https://uk.ixl.com/english/year-2/sort-by-initial-consonant-blend-or-digraph
Key Stage 1,Year 2,G,Short a,G.1,1,Choose the short a word that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-a-word-that-matches-the-picture
Key Stage 1,Year 2,G,Short a,G.2,2,Complete the short a word,https://uk.ixl.com/english/year-2/complete-the-short-a-word
Key Stage 1,Year 2,G,Short a,G.3,3,Choose the short a sentence that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-a-sentence-that-matches-the-picture
Key Stage 1,Year 2,H,Short e,H.1,1,Choose the picture that matches the short e word,https://uk.ixl.com/english/year-2/choose-the-picture-that-matches-the-short-e-word
Key Stage 1,Year 2,H,Short e,H.2,2,Complete the short e word,https://uk.ixl.com/english/year-2/complete-the-short-e-word
Key Stage 1,Year 2,H,Short e,H.3,3,Choose the short e sentence that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-e-sentence-that-matches-the-picture
Key Stage 1,Year 2,I,Short i,I.1,1,Choose the short i word that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-i-word-that-matches-the-picture
Key Stage 1,Year 2,I,Short i,I.2,2,Complete the short i words,https://uk.ixl.com/english/year-2/complete-the-short-i-words
Key Stage 1,Year 2,I,Short i,I.3,3,Choose the short i sentence that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-i-sentence-that-matches-the-picture
Key Stage 1,Year 2,J,Short o,J.1,1,Choose the short o word that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-o-word-that-matches-the-picture
Key Stage 1,Year 2,J,Short o,J.2,2,Complete the short o word,https://uk.ixl.com/english/year-2/complete-the-short-o-word
Key Stage 1,Year 2,J,Short o,J.3,3,Choose the short o sentence that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-o-sentence-that-matches-the-picture
Key Stage 1,Year 2,K,Short u,K.1,1,Choose the picture that matches the short u word,https://uk.ixl.com/english/year-2/choose-the-picture-that-matches-the-short-u-word
Key Stage 1,Year 2,K,Short u,K.2,2,Complete the short u word,https://uk.ixl.com/english/year-2/complete-the-short-u-word
Key Stage 1,Year 2,K,Short u,K.3,3,Choose the short u sentence that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-u-sentence-that-matches-the-picture
Key Stage 1,Year 2,L,Short vowels,L.1,1,Identify the short vowel sound in a word,https://uk.ixl.com/english/year-2/identify-the-short-vowel-sound-in-a-word
Key Stage 1,Year 2,L,Short vowels,L.2,2,Complete the word with the right short vowel,https://uk.ixl.com/english/year-2/complete-the-word-with-the-right-short-vowel
Key Stage 1,Year 2,L,Short vowels,L.3,3,Spell the short vowel word,https://uk.ixl.com/english/year-2/spell-the-short-vowel-word
Key Stage 1,Year 2,L,Short vowels,L.4,4,Complete the sentence with the correct short vowel word,https://uk.ixl.com/english/year-2/complete-the-sentence-with-the-correct-short-vowel-word
Key Stage 1,Year 2,M,Short and long vowel sounds,M.1,1,Find the word with the same vowel sound,https://uk.ixl.com/english/year-2/find-the-word-with-the-same-vowel-sound
Key Stage 1,Year 2,M,Short and long vowel sounds,M.2,2,Which two words have the same vowel sound?,https://uk.ixl.com/english/year-2/which-two-words-have-the-same-vowel-sound
Key Stage 1,Year 2,M,Short and long vowel sounds,M.3,3,Sort short and long vowel words,https://uk.ixl.com/english/year-2/sort-short-and-long-vowel-words
Key Stage 1,Year 2,N,Silent e,N.1,1,Choose the silent e word that matches the picture,https://uk.ixl.com/english/year-2/choose-the-silent-e-word-that-matches-the-picture
Key Stage 1,Year 2,N,Silent e,N.2,2,Complete the silent e words,https://uk.ixl.com/english/year-2/complete-the-silent-e-words
Key Stage 1,Year 2,N,Silent e,N.3,3,Spell the silent e word,https://uk.ixl.com/english/year-2/spell-the-silent-e-word
Key Stage 1,Year 2,N,Silent e,N.4,4,Choose the silent e sentence that matches the picture,https://uk.ixl.com/english/year-2/choose-the-silent-e-sentence-that-matches-the-picture
Key Stage 1,Year 2,O,Vowel digraphs,O.1,1,Choose the picture that matches the vowel digraph word,https://uk.ixl.com/english/year-2/choose-the-picture-that-matches-the-vowel-digraph-word
Key Stage 1,Year 2,O,Vowel digraphs,O.2,2,Complete the vowel digraph words,https://uk.ixl.com/english/year-2/complete-the-vowel-digraph-words
Key Stage 1,Year 2,O,Vowel digraphs,O.3,3,Complete the word with the right vowel digraph,https://uk.ixl.com/english/year-2/complete-the-word-with-the-right-vowel-digraph
Key Stage 1,Year 2,O,Vowel digraphs,O.4,4,Choose the vowel digraph sentence that matches the picture,https://uk.ixl.com/english/year-2/choose-the-vowel-digraph-sentence-that-matches-the-picture
Key Stage 1,Year 2,P,Short and long vowel patterns,P.1,1,Match the short a and long a words to pictures,https://uk.ixl.com/english/year-2/match-the-short-a-and-long-a-words-to-pictures
Key Stage 1,Year 2,P,Short and long vowel patterns,P.2,2,Match the short e and long e words to pictures,https://uk.ixl.com/english/year-2/match-the-short-e-and-long-e-words-to-pictures
Key Stage 1,Year 2,P,Short and long vowel patterns,P.3,3,Choose the short i or long i word that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-i-or-long-i-word-that-matches-the-picture
Key Stage 1,Year 2,P,Short and long vowel patterns,P.4,4,Choose the short o or long o word that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-o-or-long-o-word-that-matches-the-picture
Key Stage 1,Year 2,P,Short and long vowel patterns,P.5,5,Choose the short u or long u word that matches the picture,https://uk.ixl.com/english/year-2/choose-the-short-u-or-long-u-word-that-matches-the-picture
Key Stage 1,Year 2,P,Short and long vowel patterns,P.6,6,Use spelling patterns to sort long and short vowel words,https://uk.ixl.com/english/year-2/use-spelling-patterns-to-sort-long-and-short-vowel-words
Key Stage 1,Year 2,Q,"Diphthongs: oi, oy, ou, ow",Q.1,1,Choose the diphthong word that matches the picture,https://uk.ixl.com/english/year-2/choose-the-diphthong-word-that-matches-the-picture
Key Stage 1,Year 2,Q,"Diphthongs: oi, oy, ou, ow",Q.2,2,"Complete the word with the right diphthong: oi, oy, ou, ow",https://uk.ixl.com/english/year-2/complete-the-word-with-the-right-diphthong-oi-oy-ou-ow
Key Stage 1,Year 2,R,Two-syllable words,R.1,1,Put two syllables together to create a word: easier,https://uk.ixl.com/english/year-2/put-two-syllables-together-to-create-a-word-easier
